title;artist;genre;power;key;bpm
Can't Beat a Trumpet (Original Mix);Dub Terminator;Dub, Instru, Digital;3;Bbm;93.000122
Can't Take The Control;Mad Skanker;Dub, Vocal, Digital, Steppa;3;Bm;63.499756
Capitalism has failed the Wolrd;Dub Spirit;Dub, Instru, Sample, Steppa, Digital, Electrodub, Heavy;4;Am;139.99939
Exile (ft. Mexican Stepper, Pijule);Mexican Stepper, Caracas Dub, Pijule;Dub, Instru, Digital, Melodic;3;C#m;137.769913
Carnival Steppa;iSt3p;Dub, Instru, Digital, Steppa, Heavy;3;Cm;135.000534
Carry His Soul;Rikashi;Dub, Instru, Digital;3;Fm;134.999924
Chain Breaker;Alpha Steppa, Sista Awa;Dub, Vocal, Digital;3;Fm;154.999664
Chant Jah (feat. Isayah);Toroki, Isayah;Dub, Vocal, Digital;4;Gm;131.000443
Golden Sound (In The Box Session 1);Charlie P;Dub, Vocal, Digital, Dubadub;3;6m;68.499985
Traveller combination;Charlie P, Peter Youthman, King Hi Fi;Dub, Digital, Vocal;3;Bm;142.000687
Dubplate for Melodub (Stevens Kbosh Instru);Charlie P, Melodub, Stevens Kbosh;Dub, Vocal, Digital, Dubadub;3;Cm;75.000046
Chase & Status Ft Irah - Program REMIX;Irah, Program;Dub, Vocal, Digital, Steppa, Heavy;4;Gm;74.999985
Chill In Dub;GSS Sound;Dub, Instru, Digital, ElectroDub;3;E;74.999893
Chill dans la valée;Digiman Dub;Dub, Chill, Instru, Melodic;3;Em;75.300133
Blaze up di fyah (Black Beanie Dub rework);Chronixx, Black Beanie Dub;Dub, Vocal, Digital, Steppa;4;Bm;72.500214
Ireland (Brigadier JC mix) + Version;Cian Finn, Brigadier JC;Dub, Vocal, Steppa, Heavy, Uptempo;4;Eb;73.500824
Class War feat. Daman - Feldub;Daman, Feldub;Dub, Vocal, Digital, Steppa;3;Cm;119.99987
Clouds;Rakoon;Dub, Instru, ElectroDub;3;;139.999847
Horizontal;Cluekid;Dub, Instu, ElectroDub, Dubstep;3;F#m;68.995605
Commando;Stand High Patrol;Dub, Dubadub, Vocal, Digital;3;G#m;81.499916
Comme Par Raison - Alex SCI FI feat Lucky (preview Mix);Alex SCI FI, Lucky;Dub, Vocal, FR, Digital, Uptempo;4;Cm;75.000175
Conquering Space;Cogli P;Dub, Sample, Instru, Digital, Steppa, Melodic;3;Am;119.998871
Conquering Walk;Free Meditation;Dub, Instru, Mélodique;3;F#m;72.5
Conscious Walk;Step High;Dub, Instru, Digital, Electrodub;3;Bm;72.500153
Conscious Youths feat. Likkle Dread;Zilla Dan;Dub, Vocal, Digital, Dubadub, Steppa;3;Em;139.381729
Cosmos Dub Preview;Bene Dub;Dub, Instru, Digital, Steppa, Melodic;3;Am;120.000763
Cosmos Fighting [Part.1];Azùal Dub;Dub, Instru, Steppa, Heavy, Digital;4;Gm;132.998611
Critical Damage (Premix);RDH Hi-FI;Dub, Instru, Digital, Steppa, Heavy;5;Gm;160.999542
Cross The Line;Panda Dub;Dub, Instru, Digital, Electrodub, Steppa, Prog;4;Em;115.999992
Crossing Halala's Sea;GSS Sound;Dub, Instru, Digital, ElectroDub;4;Fm;139.999939
Crownless King;Skunk Kut;Dub, Vocal, ElectroDub;3;;70.000275
Bun dem out;Crucial Rob, Youthie;Dub, Instru, Steppa, Melodic;4;Gm;74.999649
Crucial Time ft Fikir Amlak Remix;GSS Sound, Fikir Amlak;Dub, Vocal, Digital, ElectroDub;4;Em;125.999802
Blood Rain (part 1);CrudoBibao Dubbers;Dub, Instru;3;;125.000854
Blood Rain (part 2);CrudoBibao Dubbers;Dub, Instru;3;;124.998886
Crypto Dub;Dub Terminator;Dub, Instru, Digital;3;Em;139.999878
Culture Dub Sound featuring Charlie P (Dubplate);Charlie P, Culture Dub, Mexican Stepper;Dub, Vocal, Digital, Steppa, Dubadub;4;Bbm;142.000641
Culture Dub Sound featuring Dapatch (Dubplate);Dapatch, Culture Dub;Dub, Vocal, Digital, Steppa, Electrodub;4;Em;159.999634
Culture Dub Sound featuring Troy Berkley (Dubplate);Troy Berkley, Culture Dub;Dub, Vocal, Digital, Steppa, Heavy;5;Ebm;144.000229
Cursed Future Feat. Mc Joss - Dubbytek;Dubbytek, Mc Joss;Dub, Vocal, Digital, Steppa;3;;137.999893
Cyan Get Dub;GSS Sound;Dub, Instru, Digital, ElectroDub;3;Bbm;144.000183
Cyan Get ft TriXstar ;GSS Sound, TriXstar;Dub, Vocal, Digital, ElectroDub, Steppa;3;Bbm;144.000183
Anarquia;D2S_hifi;Dub, Vocal, Sample, FR;3;Bm;140.000397
Zion Train;Dub Conductor;Dub, Vocal;3;G#m;137.999969
DIGITAL WARRIAHH;Bikabok, SteppalcotTek Sound System;Dub, Steppa, Digital, Electrodub, Vocal;5;Am;144.999756
DIRT;Up In The West;Dub, Instru, Digital, Mélodique;3;Dm;120.000137
Prince Avaya (Paris Dub Session);DSLM;Dub, Digital, Electrodub, Instru;3;Dm;128.999878
Never Gonna Be A Clone (Ishiban riddim);Don Kultcha, Ishiban;Dub, Vocal, Digital, Steppa, Heavy;4;Bm;136.000534
DREAD INNA THE MOUNTAIN DUBPLATE⁄DAN ;Dan I, Untamed Sound System;Dub, Vocal, Digital, Steppa;3;Am;125.99987
Doctor Please;DU3normal;Dub, Instru, Digital, Steppa;4;Gm;133.999954
Plastic bones;Du3normal;Dub, Instru, ElectroDub;3;;123.99971
Row for they home;DU3normal, I-Rebel;Dub, Vocal, Digital;3;F#m;128.000427
False Accusation;DU3normal, Kali Green;Dub, Vocal, Digital, Electrodub, Steppa;4;Em;125.999664
Chain Reaction;Dub Invaders, Aku-Fen, Lady Chann;Dub, Vocal, Digital, Steppa, Heavy;5;F#m;165.999908
Dub La Vie;Dub Wander;Dub, Vocal, Sample, FR, Digital, Electrodub;4;;70.000465
Singara;KhoeWA Dub System;Dub, Steppa, Vocal, Melodic, Digital;4;Am;142.000015
Dubad Hard Remix;Dub Wander, Phoni and Flore;Dub, Instru, Digital, Electrodub, Heavy;4;Gm;72.500069
DubPlantage (FEEL NO WAY Redub HIFIChampion);Dubbing Sun;Dub, Instru, Digital;3;C;70.249893
Dada Dub;GSS Sound;Dub, Vocal, Digital, ElectroDub;4;Em;140.000488
Daily News ft Isayah;Toroki, Isayah;Dub, Steppa, Vocal, Digital, Heavy;4;G#m;136.99942
Dub Meeting (Sparky Riot Version);Daman, El Fata, Sparky Riot;Dub, Vocal, Digital, Dubadub;3;Bm;93.000229
Dub Against Homophobia (BassDefender & Ka Dub remix) - CrudoBilbao Estudios;BassDefender, Daman, Ka Dub;Dub, Vocal, Digital;2;;120.000519
Make it bun dem (Tozer Rework);Damian Marley, Tozer;Dub, Vocal, Digital, Electrodub, Steppa, Heavy, Dubstep;5;F#m;140.002655
Rastaman (Tozer Rework);Dan I, Tozer;Dub, Vocal, Digital, Steppa;4;Fm;152.000183
Heaven on earth + Rabanna I - Poor people + Sax cut;Dan I Locks;Dub, Vocal, Digital, OS;2;Fm;119.99894
Jah Arise;Dan I, Violinbwoy;Dub, Vocal, Digital, Downtempo;4;Em;64.999794
Dancehall Hobby;Mr. Williamz;Dub, Vocal, Digital, Uptempo;3;Fm;77.999802
Daniel The Prophet;Nish Wadada;Dub, Vocal, Digital;3;Em;140.0
Can't Stop The Rastaman;Danman;Dub, Vocal, Digital;3;Fm;145.002029
Jah Live (Dubconductor Remix);Danman, Dubconductor;Dub, Vocal, Digital, Uptempo;3;F#m;70.000114
Wicked Haffi Run ( Brainless Dubplate );Danman, Brainless;Dub, Vocal, Digital, Electrodub, Steppa;4;Ebm;145.999573
Wicked Haffi Run (eli p. mix);Danman, Federal Sound;Dub, Vocal, Digital;3;Am;144.9841
Jahovah;Danny Red;Dub, Vocal, OS, Steppa;3;;125.014999
Jahovah dub;Danny Red;Dub, Instru, OS, Steppa;3;;124.987282
Up deh;Danny T, Tradesman, Mark Iration;Dub, Vocal, Steppa, Digital;4;Fm;145.099792
Danse Macabre;Panda Dub;Dub, Instru, Digital, Electrodub, Heavy;4;Em;130.000519
Dark Skanker;Mad Skanker;Dub, Instru, Digital, Steppa, Dark;5;Eb;163.999512
Dark Temple;Xucar Warriors;Dub, Instru, Digital, Steppa, Dark, Heavy;5;G#m;144.000122
David vs Golith riddim Version;Toroki;Dub, Steppa, Digital, Vocal, Sample, Heavy;4;Ebm;65.500237
Foot Print Dub;Deadroom;Dub, Instru, Digital, Dubstep;3;Fm;70.003189
Dem no like it rmx - Mungo's hi-fi & Omar Perry - Remix by RoOts'n Future hi-fi;Mungo's hi-fi, Omar Perry, RNF hi-fi;Dub, Vocal, Digital, Electrodub, Dubstep;4;F#m;140.000778
Die Brücke;Panda Dub;Dub, Instru, Digital, Electrodub;4;Dm;130.999771
Digi Style - Long Version - DPHdub;DPHdub;Dub, Instru, Steppa, Digital, Heavy;4;Cm;80.000031
Digital Sound;CrudoBilbaoEstudios, Daman;Dub, Digital, Trap, Vocal, Electrodub, Dubadub;3;Em;67.000572
Digital-I meet Ben Jam  _ From The West;Digital-I, Been Jam;Dub, Vocal, Digital, Steppa;3;;135.000061
Summertime Vibes;Dirty Dubbers, Clinton Sky;Dub, Vocal, Digital;3;F;127.999924
Diskodub;Taiwan MC;Dub, Vocal, Digital, Electrodub;3;;87.999763
Harder Rise Up / Hard Dub Rise / I-Lodica Hard Rise;Dixie Peach, Tozer, Makiko;Dub, Vocal, Digital, Steppa;3;F#m;72.987999
Rebels;Diztone;Dub, Instru, ElectroDub, Dubstep, Heavy, Sample;4;Gm;69.999802
Do Nuh Play;Mehdiman, Boombardub;Dub, Digital, Vocal;3;C#m;72.499931
Doctors in Dub to Dub;Culture Dub;Dub, Instru, Digital, Steppa, Electrodub;4;Fm;147.999893
Repatriation + Dub;Donovan Kingjay;Dub, Vocal, Steppa;4;Gm;67.499924
Your Sound Is Done (Red'Wine Remix);Dreadsquad, Red'Wine;Dub, Vocal, Digital;3;Gm;170.000519
Dread Inna Babylon;Danman, Massive Dub Corporation;Dub, Vocal, Digital, Steppa;4;Em;150.000015
Dreader than Dread;L'Entourloop, The Architect, Skarra Mucci;Dub, Vocal, Digital;3;Ebm;94.999878
Dreadlocks Thing;Brother Culture;Dub, Vocal, Digital, Steppa, Uptempo;4;Gm;139.99971
Boom Sound - Dreadsquad ft Kojo Neatness;Kojo Neatness, Dreadsquad;Dub, Vocal, Digital, ElectroDub;3;F#m;70.000076
Dreamer's Ship;The Ragga Panda;Dub, Instru, Digital;3;Fm;76.999779
Drôle de Dub;Digiman Dub;Dub, Instru, Digital, Melodic, Steppa;4;Ebm;64.999916
Du dub... Et encore du D U B;Skeleton Key;Dub, Instru, Sample, Digital, Steppa;3;;145.00032
Steppa Anthem;DU3normal, Sensi-T;Dub, Steppa, Digital, Vocal, Heavy;4;Dm;144.999924
Step it up;Du3normal, Babystep;Dub, Digital, Steppa, Vocal;3;Fm;119.999443
DuB ((in)) VaDeR;Corty;Dub, Digital, Electrodub, Dark, Instru, Heavy;4;G#m;85.004379
"Dub 5 ;;,=ytfrds";Chameau;Dub, Instru, Digitall, Steppa;4;Cm;120.000732
Dub Ambassador;Zion Train;Dub, Vocal, Reggae, Digital;3;G#m;149.999985
Dub Attack ( Reworked Version );Organic Sound System;Dub, Instru, Digital, Steppa;4;Dm;129.999817
Dub Culture (High Tone and Zion Train RMX);Culture Dub, High Tone, Zion Train;Dub, Vocal, Digital, Electrodub;3;Em;127.998749
Black Woman Civilisation Featuring Wellette Seyon;Dub Dynasty, Wellette Seyon;Dub, Vocal, Digital, Steppa;3;;133.999924
Jah Fingers Featuring Joseph Lalibela;Dub Dynasty, Joseph Lalibela;Dub, Vocal, Digital, Steppa;3;;140.000122
Zion Surround Featuring Fikir Amlak;Dub Dynasty, Fikir Amlak;Dub, Vocal, Digital, Steppa;3;;136.999924
Gideon Featuring Echo Ranks;Dub Dynasty, Echo Ranks;Dub, Vocal, Steppa;3;;146.999878
Care For The People Featuring Cologne;Dub Dynasty, Cologne;Dub, Vocal, Steppa;3;;105.000038
Likkle Zion Featuring Yehoud-I, Odessa & Nyabin;Dub Dynasty, Yehoud-I, Odessa, Nyabin;Dub, Vocal, Digital, Steppa;3;;132.5
Arise Featuring Nish Wadada;Dub Dynasty, Nish Wadada;Dub, Vocal, Steppa;3;;124.00029
Yeh Beb Featuring Ras Hassen Ti;Dub Dynasty, Ras Hassen Ti;Dub, Vocal, Steppa;3;;137.000305
Hosanna Featuring Cian Finn & Ras Tinny;Dub Dynasty, Cian Finn, Ras Tinny;Dub, Vocal, Digital, Steppa;3;;132.999863
All the While Featuring Earlyman;Dub Dynasty, Earlyman;Dub, Vocal, Digital, Steppa;2;;130.000214
False Profit Featuring Nai-Jah, Joe Pilgrim & Setondji;Dub Dynasty, Nai-Jah, Joe Pilgrim, Setondji;Dub, Vocal, Digital, Steppa;3;;137.000092
Black Woman Dub Featuring Wellette Seyon;Dub Dynasty, Wellette Seyon;Dub, Instru, Digital, Steppa;3;;133.999924
Dub Fingers Featuring Joseph Lalibela;Dub Dynasty, Joseph Lalibela;Dub, Instru, Steppa;3;;140.000229
Gideon Dub Featuring Echo Ranks;Dub Dynasty, Echo Ranks;Dub, Instru, Steppa;3;;147.000198
Dub For The People Featuring Cologne;Dub Dynasty, Cologne;Dub, Instru, Steppa;3;;209.999954
Likkle Dub Featuring Yehoud-I, Odessa & Nyabin;Dub Dynasty, Yehoud-I, Odessa, Nyabin;Dub, Vocal, Digital, Steppa;3;;132.500168
Arise Dub Featuring Nish Wadada;Dub Dynasty, Nish Wadada;Dub, Instru, Steppa;3;;123.999954
Yeh Dub Featuring Ras Hassen Ti;Dub Dynasty, Ras Hassen Ti;Dub, Vocal, Steppa;3;;136.99939
Hosanna Dub Featuring Cian Finn & Ras Tinny;Dub Dynasty, Ciann Finn, Ras Tinny;Dub, Instru, Steppa;2;;133.00029
All The Dub Featuring Earlyman;Dub Dynasty, Earlyman;Dub, Vocal, Steppa;2;;130.000214
Dub Echo 02;Enigmatik Dub, Crootsy;Dub, Instru, Steppa, Digital;4;Dm;139.999786
Dub For Freedom;Conscious Youth;Dub, Instru, Digital;3;Em;137.999252
Dub From The Ground;The Ragga Panda;Dub, Instru, Digital;3;Am;69.499878
Dub It;Digiman Dub;Dub, Steppa, Instrun Electrodub, Digital, Prog;4;Am;147.160721
Dub It;Stand High Patrol;Dub, Dubadub, Vocal, Digital;4;Am;139.997864
Dub Me;Skunk Kut, Monkey D;Dub, Vocal, ElectroDub;3;;150.000137
Dub Nation;The Ragga Panda;Dub, Instru, Digital;3;C#m;132.000031
Dub Of Life;GSS Sound;Dub, Instru, Digital, ElectroDub;3;Am;70.000076
Dub Science;GSS Sound;Dub, Instru, Digital, ElectroDub;3;Ebm;123.0
Dub Sharing (Soundcloud version 2017);Wood Harmony;Dub, Instru, Melodic;3;Dm;135.000107
Beyond The Sky (Sid3 Fx Steppa Remix);Dub Size, Sid3 Fx Steppa;Dub, Instru, Digital, Steppa;3;Bbm;140.000122
Babylon Evil Ft. Sgt. Juggler;Dub Terminator, Sgt Juggler;Dub, Vocal, Digital, Steppa;3;;168.560059
Live for your love Ft. Da Real Storm;Dub Terminator, Da Real Storm;Dub, Vocal, Digital;3;;160.0
Dub Terminator - Survive Ft. Conroy Smith;Dub Terminator, Conroy Smith;Dub, Vocal, Digital;3;;72.250053
Dub Town;GSS Sound;Dub, Vocal, Digital, ElectroDub;3;Cm;76.999779
Dub is my wife;Sygate;Dub, Vocal, Sample, Digital, Melodic;3;;134.999908
Dub Quantic;Culture Dub;Dub, Instru, Digital, Didgeridoo;4;Fm;72.500496
Lawa Stepper;DubBakker, Azùal Dub;Dub, Instru, Steppa, Digital, Heavy;5;Fm;140.999802
Lapsus révélateur Sarkozy;Dubamix;Dub, Vocal, Sample, FR;3;;131.004425
Righteous Messenger Dub;Dubateers, Charlie P;Dub, OS, Vocal;3;Cm;159.986603
Ruff To Raw (LDF Dubplate);Dubato, Isma Steppa;Dub, Vocal, Digital, Steppa;3;F#m;120.0
UFO Invasion;Dubato, Flo Dubwize;Dub, Steppa, Instru;4;F#m;146.00029
Psycho (Panda Dub Remix);Dubba Do, Dawa, Panda Dub;Dub, Vocal, Digital, Electrodub;3;Eb;64.999138
Fight Against Evil;Dubbing Sun, Digid;Dub, Vocal, Digital, Steppa;3;Ebm;69.003029
Shashamane I Feat. Sister Rasheda;Dubbing Sun, Digid, Sister Rasheda;Dub, Vocal, Digital, Steppa;3;;137.999527
Dubgeneral;Ishiban;Dub, Vocal, Digital, Steppa, Electrodub;4;Fm;134.000458
Dubitatif - High Foxx;High Foxx;Dub, Instru, ElectroDub, Steppa;3;;151.000443
Chalice Dub;Dublaw, Joseph Lalibella, MC Sherlock;Dub, Vocal, Digital, Heavy, Dubstep, Electrodub;5;G#m;140.000183
Dubnium 105 - Le Lab;Le Lab;Dub, Instru, ElectroDub, Steppa, Heavy;3;;61.499962
Dubplate Brother Culture Vampia (Ft. Youth Solidarity);Brother Culture;Dub, Vocal, Digital;3;Am;149.999847
Dubplate Take Selfie;Sensi T, Kara'Basse Sound System;Dub, Vocal, Digital, Electrodub, Dubadub;4;Fm;144.99971
Let There Be Dub;Dubzoic;Dub, Vocal, ElectroDub;3;4m;69.999985
Echantillon d'hibonite;Jael, BakuDub;Dub, Instru, Digital, Prog;3;C#m;147.999039
Equal Rise;Articall Vibration;Dub, Instru, Digital, Steppa;3;Em;65.499947
Digtal Has Nuh Mercy;Irie Nanara, Eskimo Attack;Dub, Vocal, Digital, Reggae;3;Am;92.000183
Exit;Hermit, Manogondou;Dub, Rap, FR, ElectroDub;4;G#m;80.001442
Chase The Devil + Devil Dub (Mad Professor);Earl Sixteen, Mad Professor;Dub, Vocal, Reggae, OS;2;Am;79.730728
Earth Meditation;Digiman Dub;Dub, Instru, Digital, Melodic;3;Ab;159.999985
Earthquake Damage;Mad Skanker;Dub, Instru, Digital, Steppa;3;Ebm;131.999878
Education + Dub Lesson + Violin Lesson;Izyah Davis, Tozer, Ras Divarius;Dub, Vocal, Digital, Steppa;3;C#m;71.999847
EgzoSteppa;DubBakker;Dub, Instru, Digital, Steppa, Heavy;4;Gm;181.500336
El Fata Dubplate;Mexican Stepper;Dub, Vocal, Digital, Steppa;3;Gm;66.999771
El Peruvian Anthem;The Ragga Panda;Dub, Instru, Digital;2;Am;131.999969
Emergency - Aurelien Barrau Speech;Brownfeet Sound System;Dub, Vocal, Sample, FR, Digital;3;;122.001114
Enchanted Glade;Digiman Dub;Dub, Chill, Instru, Digital, Melodic;2;Eb;130.000824
Enjoy Dub;Culture Dub;Dub, Instru, Digital, Melodic, Didgeridoo;4;Fm;140.000412
Entertainer;Stand High Patrol;Dub, Vocal, Dubadub, Digital;3;Fm;77.000198
Escape;Le Lab;Dub, Vocal, Sample, Digital, Melodic;3;Em;69.999985
Every MC / Nozéabondstylé ( Digital Seal Records );Digital Seal Hifi;Dub, Vocal, Digital;2;Am;75.000015
Every Manor;The Ragga Panda, Parly B;Dub, Vocal, Digital, Downtempo;3;G#m;68.500145
Society;Mungo's Hi Fi, Charlie P;Dub, Vocal, Digital, Dubadub, Heavy;3;Am;70.001846
Feed The Nation;Idren Natural, Inflammati Dub;Dub, Vocal, Digital, ElectroDub, Steppa;4;Fm;151.998886
Jatha;FF Dubled;Dub, Vocal, Digital;4;Em;129.999481
Purpose & Time RMX;Fikir Amlak;Dub, Vocal, Steppa, Digital;3;Bm;140.000748
Frontline Rasta + Rasta Dub;Fikir Amlak;Dub, Vocal, Digital;3;Cm;132.003815
Fade Away feat Mc Joss - Le Lab;Le Lab, MC Joss;Dub, Vocal, Digital, Steppa;3;;129.999969
Fallah Yuh Dream - Baltimores;Baltimores;Dub, Vocal, Digital;3;Em;78.203094
Family Thing;The Ragga Panda;Dub, Instru, Digital;2;Em;66.499939
Faster Than Light;MadMax Hifi;Dub, Instru, Digital, Uptempo;4;C#m;154.001083
Feel Complete;Dubzoic;Dub, Vocal, Steppa;2;1m;144.00029
Feeling Alive;Panda Dub;Dub, Instru, Sample, Digital, Electrodub;3;Cm;69.999626
Festival;Lulu Dub;Dub, Vocal, Digital, FR;3;C#m;134.000183
Festival Lulu Dub (Remix By KingFly);Lulu Dub, KingFly;Dub, Vocal, FR, Digital;2;;133.999863
Some Dread & Some Dub;Fikir Amlak, King Alpha;Dub, Vocal, Digital;3;Am;139.002609
Don't Sleep. Imperial Sound - Sleep Not Dub;Fikir Amlak, Imperial Sound;Dub, Vocal;4;Am;130.000153
Showtime (+ Dub Mix) [Steppas Records];Fikir Amlak, Alpha Steppa;Dub, Vocal, Digital;3;Ebm;150.999084
Fire Blazing;Danman, Feldub;Dub, Vocal, Digital;3;Dm;144.000214
Fire key ft Ras Dago;Alpha Steppa;Dub, Vocal, Digital, Dubstep, Steppa;3;Bm;139.999756
Firmamentum;Mystic Fyah;Dub, Instru, Digital;4;;140.000153
Firsteppa;Jean Paul Dub;Dub, Steppa, Instru, Chorus, Melodic;3;G#m;134.994675
Fisherman Row;Pupajim;Dub, Vocal, Heavy, Digital, Reggae, Dubadub;2;G#m;69.999931
Flavia Coelho - Sunshine (Panda Dub remix);Panda Dub;Dub, Vocal, Digital;3;Em;127.999733
Step by Step;Sista Floriane;Dub, Steppa, Vocal;3;Fm;145.000473
Dub Leaks (2019);FootPrint System, Guru Pope;Dub, instru, Digital, Heavy;5;F#m;142.998093
Forces of order;High Foxx;Dub, Instru, Steppa, Digital;4;Gm;67.500038
Forever;Shanai, Dahifi;Dub, Instru, Digital, Steppa, Chill;3;1m;70.000031
Forward;DubBakker;Dub, Vocal, Digital, Heavy, Steppa;4;Cm;139.999756
FreakShow;Kandee Dub;Dub, Digital, Steppa, Sample, Heavy;5;Fm;157.000793
Face Your Judgement & Dub;King Alpha, Fred Locks;Dub, Vocal, Digital;4;Fm;64.000221
Free the people - Manu Chao,  Cedric Myton & Chalart58,;Manu Chao, Cedric Myton, Chalart58;Reggae, Vocal, Digital;2;Dm;69.999908
Free up jah vibes;Brainless, Michael Prophet;Dub, Vocal, Digital;3;Am;138.004196
Freedom;Natural Ness, Sis Irecla;Dub, Vocal, Digital, Dubadub;3;Gm;128.999802
Freedom is Calling;The Ragga Panda;Dub, Instru, Digital;3;Em;124.999985
Freshly Baked;The Ragga Panda;Dub, Instru, Digital;3;Bb;66.999992
Fulfill Them (Brainless Sound System Remix);Woobedub;Dub, Vocal, Digital, Electrodub;4;Fm;74.999992
Fyah Bun;Brain Damage, Willi Williams;Dub, Vocal, OS;3;Cm;140.999741
GENERAL RANKING DREAD VOCAL MASTER 2;Ranking Dread;Dub, Vocal, OS;3;;65.999771
Ghetto Cycle;OBF, Charlie P;Dub, Vocal, Digital;2;C#m;76.019226
Babylon Feelings II;GSS Sound;Dub, Instru, Digital, ElectroDub;3;Em;71.499939
Exodus Skaners;GSS Sound, Bob Marley;Dub, Vocal, Digital, ElectroDub;3;1m;133.000397
Galactica;Miniman;Dub, Instru, Digital, Steppa, Electrodub;4;Gm;145.000183
Gambling Johnny;Stand High Patrol;Dub, Reggae, Vocal, Dubadub;2;G#m;147.083664
Ganja Town;The Ragga Panda;Dub, Instru, Heavy, Digital;4;Em;66.499947
Rootsman Corner;Ganja Tree;Dub, Vocal;2;F#m;67.000214
Ganja make me Irie;Taiwan MC, The Ragga Panda;Dub, Vocal, Digital;2;G#m;93.000069
Herd of Lioness;Ghana Sound, Cilka;Dub, Vocal, Digital, Electrodub;3;Cm;122.000275
Girl Scout Cookie - High Grade Steppaz;High Grade Steppaz;Dub, Instru, Digital, Steppa;3;;147.999863
Give Dub (Zion Train Remix);Dub Dadda, Zion Train;Dub, Instru, Digital;3;Gm;131.500504
Glass Lucy - The Red StripeTwins;The Red StripeTwins;Dub, Instru, Digital, Steppa;3;;69.999962
Go For It⁄Dirty Dunza Edit;Zion Train;Dub, Vocal, Digital;3;Cm;149.998077
Going Get Ruff (GSS Rework);GSS Sound;Dub, Vocal, Digital, ElectroDub, Uptempo;3;Bbm;172.000198
Rise Up;Gold Dubs, Fleck, Cheshire Cat;Dub, Vocal, Digital, ElectroDub, DnB, Jungle;4;12m;173.000778
Gorgon Sound - Find Jah Way;Gorgon Sound;Dub, Vocal, Digital, Electrodub, Dubstep;4;;72.384201
Tekos Rave;Greab;Techno, Tribe;5;10m;160.000092
Nuff Style;Greenadub;Dub, Vocal, Digital;3;G#m;75.000046
Guide And Protect;Danman, Bony Fly;Dub, Vocal, Digital, Electrodub;4;Ebm;139.98642
Guide Us;Jee Pee;Dub, Instru, Digital, Electrodub, Mélodique;3;Cm;129.999893
Get Up and Step Up (Dubplate);Brainless, Guru banton;Dub, Vocal, Digital, Electrodub;4;G#m;77.49971
Human Machine;Brainless, Guru Banton;Dub, Vocal, Digital, Stepper;4;G#m;155.001221
Message To The Oppressors + DUB;Brainless, Guru Banton;Dub, Vocal, Digital, Electrodub;3;Am;142.99762
Number One;Brainles, Guru Banton;Dub, Vocal, Digital, Electrodub, Dubadub;4;Am;139.999985
Prejudice;Brainless, Guru Banton;Dub, Digital, Vocal, Steppa, Electrodub;3;Fm;143.999893
Roots Man Session;Brainless, Guru Banton;Dub, Vocal, Dancehall, Digital;3;Am;129.999695
HMD Skank;Home Made Dub;Dub, Instru, Digital, Heavy;3;Gm;140.000092
HYPNOTIK SHOCK LAST  VERSION;Dub Wander;Dub, Steppa, Digital, Electrodub, Instru;4;Fm;150.000641
Freedom Fighters - Dub Fyah Remix;Dub Fyah, Half Pint;Dub, Vocal, Digital, OS, Steppa;3;Ebm;145.000229
Halloween Everywhere;Indigo;Vocal, Digital, Dub;2;Cm;125.999924
Happiness Of Synthesis;Digiman Dub;Dub, Steppa, Instru, Digital, Heavy;4;Cm;127.400093
Capitalism Remix;Haspar;Dub, Vocal, Digital, Steppa;4;Gm;146.400131
Hate Is Love;All B, Dub Troubles;Dub, Vocal, Digital;3;Em;139.99971
Hate;Panda Dub;Dub, Vocal, Digital, Electrodub, Heavy;5;Bbm;66.499992
Haumea;Bisou;Dub, Digital, Electrodub, Future, Instru;4;Ebm;149.999146
Natural Steppin';High Natural, Brainless;Dub, Instru, Digital, Electrodub;3;C#m;133.000183
The River (ft I-Sarana);High Public Sound, Alpha Steppa, I-Sarana;Dub, Vocal, Steppa;2;Fm;126.000328
High Times;High Grade Steppaz;Dub, Instru, Digital, Steppa;4;Em;153.999237
High Times;The Ragga Panda;Dub, Instru, Digital, Melodic;3;Ebm;138.001175
Rub-A-Dub anthem (Feat. Pupajim);High Tone, Pupajim;Dub, Vocal, Digital, Dubadub;3;G#m;137.985031
